Region,Country code,Country,Year,Income group,"Enrol. tert. per 100,000 inh",Enrol. tert. all programs,GDP per capita,"GDP per capita, PPP",Government expend. on edu as % of GDP (%),Government expend. on tert. edu as % of GDP (%),Government expend. per tert. studet as % of GDP (%),Internet users,Population growth,Population age for tert. edu.,"Population, total"
Latin America & Caribbean,CHL,Chile,2013,High income: OECD,6679.68896484375,1174011.0,15941.3972192328,22578.7289196484,4.55840015411377,1.16736996173859,17.4508304595947,58.0,0.881363072506295,1400693.0,17462982.0
Latin America & Caribbean,CHL,Chile,2014,High income: OECD,6784.92333984375,1205182.0,14817.3777768495,23082.3345392797,4.75012016296387,,17.3404808044434,61.11,0.859924596072624,1391172.0,17613798.0
Latin America & Caribbean,CHL,Chile,2015,High income: OECD,,1221774.0,13653.2263998697,23579.4622742877,4.92324018478394,,18.6317291259766,64.289,0.841711121116545,1379331.0,17762681.0
Latin America & Caribbean,COL,Colombia,2010,Upper middle income,3646.53588867188,1674420.0,6250.65492574579,10680.0030066548,4.82548999786377,1.06684005260468,29.2563495635986,36.5,1.09908582748666,4248816.0,45918097.0
Latin America & Caribbean,COL,Colombia,2011,Upper middle income,3985.36450195313,1849466.0,7227.73979734658,11496.4777054381,4.45905017852783,0.918959975242615,23.0582504272461,40.35091575,1.05833722190461,4251357.0,46406646.0
Latin America & Caribbean,COL,Colombia,2012,Upper middle income,4177.4453125,1958429.0,7884.98437480658,12058.3437579632,4.38688993453979,0.96356999874115,23.0659999847412,48.98,1.01799263503797,4237579.0,46881475.0
Latin America & Caribbean,COL,Colombia,2013,Upper middle income,4455.25732421875,2109224.0,8030.5859140752,12725.0437311283,4.9066801071167,0.869459986686707,19.5088691711426,51.7,0.979596402315745,4209707.0,47342981.0
Latin America & Caribbean,COL,Colombia,2014,Upper middle income,4473.1796875,2220652.0,7913.38324203845,13394.9473586872,4.65940999984741,0.969430029392242,20.8262100219727,52.57,0.943782712812734,4167973.0,47791911.0
Latin America & Caribbean,COL,Colombia,2015,Upper middle income,,2293550.0,6044.52565531043,13854.5170085352,4.49099016189575,,20.1958293914795,55.90497251,0.909781810042258,4120845.0,48228697.0
Latin America & Caribbean,CRI,Costa Rica,2010,Upper middle income,,,8199.41462068027,12737.0201761635,6.63340997695923,1.25458002090454,,36.5,1.26235646760236,414305.0,4545280.0
Latin America & Caribbean,CRI,Costa Rica,2011,Upper middle income,4237.22509765625,194933.0,9186.59638993395,13397.2305422386,6.44651985168457,1.29925000667572,29.9188499450684,39.212196,1.2070009772219,413171.0,4600474.0
Latin America & Caribbean,CRI,Costa Rica,2012,Upper middle income,4365.46044921875,203175.0,9985.36958970111,14133.6881806511,6.68167018890381,1.35117995738983,30.1706504821777,47.5,1.15939368812774,411913.0,4654122.0
Latin America & Caribbean,CRI,Costa Rica,2013,Upper middle income,4360.98828125,205247.0,10569.6663143866,14524.6715007822,6.86616992950439,1.41963005065918,32.288761138916,45.96,1.11702184987411,410424.0,4706401.0
Latin America & Caribbean,CRI,Costa Rica,2014,Upper middle income,4555.8837890625,216751.0,10647.4417945857,15160.5176634231,6.92723989486694,1.52019000053406,32.9584808349609,53.0,1.08145876014323,408669.0,4757575.0
Latin America & Caribbean,CRI,Costa Rica,2015,Upper middle income,,217841.0,11406.3627271108,15912.4400792047,7.17601013183594,,35.1889801025391,59.76295014,1.05123300830337,406195.0,4807852.0
Latin America & Caribbean,CUB,Cuba,2010,Upper middle income,7082.2744140625,800873.0,5676.14140269906,,12.83726978302,,,15.9,0.127575695775601,825148.0,11333051.0
Latin America & Caribbean,CUB,Cuba,2011,Upper middle income,5870.71923828125,664775.0,6075.92430626005,,,,,16.0172908,0.190411585326548,805818.0,11354651.0
Latin America & Caribbean,CUB,Cuba,2012,Upper middle income,4436.20166015625,503182.0,6425.94111866075,,,,,21.2,0.241854764348494,780699.0,11382146.0
Latin America & Caribbean,CUB,Cuba,2013,Upper middle income,3285.24389648438,373286.0,6760.15343974549,,,,,27.93,0.263407959328091,755645.0,11412167.0
Latin America & Caribbean,CUB,Cuba,2014,Upper middle income,2651.99096679688,301773.0,7050.5019901192,,,,,29.07018437,0.24155516482978,736036.0,11439767.0
Latin America & Caribbean,CUB,Cuba,2015,Upper middle income,,261413.0,7602.26121831897,,,,,37.30509742,0.189204123880734,720535.0,11461432.0
Latin America & Caribbean,CUW,Curaçao,2010,High income: nonOECD,,,,,,,,,2.31784659073926,9050.0,149311.0
Latin America & Caribbean,CUW,Curaçao,2011,High income: nonOECD,,,,,,,,,0.867561447511298,9403.0,150612.0
Latin America & Caribbean,CUW,Curaçao,2012,High income: nonOECD,,,,,,,,,0.954188058222722,10311.0,152056.0
Latin America & Caribbean,CUW,Curaçao,2013,High income: nonOECD,1423.16467285156,2196.0,,,4.93095016479492,0.258830010890961,18.1905708312988,,0.945169297871531,10811.0,153500.0
Latin America & Caribbean,CUW,Curaçao,2014,High income: nonOECD,,,,,,,,,,10896.0,
Latin America & Caribbean,CYM,Cayman Islands,2010,High income: nonOECD,,,,,,,,66.0,2.23717271202146,,55507.0
Latin America & Caribbean,CYM,Cayman Islands,2011,High income: nonOECD,,,,49903.0285395752,,,,69.46594499,1.91287527021643,,56579.0
Latin America & Caribbean,CYM,Cayman Islands,2012,High income: nonOECD,,,,,,,,69.7,1.65469761971836,,57523.0
Latin America & Caribbean,CYM,Cayman Islands,2013,High income: nonOECD,,,,,,,,71.4,1.4634323332717,,58371.0
Latin America & Caribbean,CYM,Cayman Islands,2014,High income: nonOECD,,,,,,,,74.1,1.36292658726405,,59172.0
Latin America & Caribbean,CYM,Cayman Islands,2015,High income: nonOECD,,,,,,,,77.0,1.32792483083515,,59963.0
Latin America & Caribbean,DMA,Dominica,2010,Upper middle income,,,6912.43571398947,9991.9764264162,,,,47.45,0.295789770502838,6807.0,71440.0
Latin America & Caribbean,DMA,Dominica,2011,Upper middle income,,,6986.04678509347,10135.2741721538,,,,48.6,0.388382555565546,7000.0,71718.0
Latin America & Caribbean,DMA,Dominica,2012,Upper middle income,,,6745.84959397241,10164.9586000638,,,,49.8,0.453528135091203,7118.0,72044.0
Latin America & Caribbean,DMA,Dominica,2013,Upper middle income,,,6933.41542868836,10215.8788465096,,,,51.0,0.492925591685974,7128.0,72400.0
Latin America & Caribbean,DMA,Dominica,2014,Upper middle income,,,7195.39348989265,10802.8028860946,,,,57.5,0.520741233781453,7046.0,72778.0
Latin America & Caribbean,DMA,Dominica,2015,Upper middle income,,,7313.84935207206,10607.3228199402,,,,65.0,0.526244876233154,6868.0,73162.0
Latin America & Caribbean,DOM,Dominican Republic,2010,Upper middle income,,,5451.06695994465,10898.5171855406,,,,31.4,1.32442393441488,926711.0,9897985.0
Latin America & Caribbean,DOM,Dominican Republic,2011,Upper middle income,,,5759.06429998817,11320.9030559829,,,,38.0,1.2959727845097,937147.0,10027095.0
Latin America & Caribbean,DOM,Dominican Republic,2012,Upper middle income,4391.013671875,445909.0,5968.87676663626,11702.3460912915,,,,42.32,1.2670342421337,954287.0,10154950.0
Latin America & Caribbean,DOM,Dominican Republic,2013,Upper middle income,,,6027.05554403674,12302.1734225841,,,,45.9,1.23650507824583,954287.0,10281296.0
Latin America & Caribbean,DOM,Dominican Republic,2014,Upper middle income,4380.40087890625,455822.0,6268.69212177713,13313.9666652424,,,,49.58,1.20412492848268,959307.0,10405844.0
Latin America & Caribbean,DOM,Dominican Republic,2015,Upper middle income,,480103.0,6468.47164839225,14266.5039962011,,,,54.21576634,1.17082264902617,957976.0,10528394.0
Latin America & Caribbean,ECU,Ecuador,2010,Upper middle income,,,4657.3023611471,9163.15913647781,4.50743007659912,1.08316004276276,,29.03,1.64329146840027,1414245.0,14934690.0
Latin America & Caribbean,ECU,Ecuador,2011,Upper middle income,,,5223.35176320248,9926.90344109607,4.72689008712769,1.14700996875763,,31.36680836,1.61178195206002,1425681.0,15177355.0
Latin America & Caribbean,ECU,Ecuador,2012,Upper middle income,3714.26611328125,572721.0,5702.10431276527,10512.3187519048,4.64307022094727,1.11061000823975,43.1178092956542,35.13514645,1.58391933577492,1436705.0,15419666.0
Latin America & Caribbean,ECU,Ecuador,2013,Upper middle income,3742.37475585938,586105.0,6074.09082895834,11037.3467676481,5.00464010238647,,43.1281318664551,40.27912194,1.55647646823069,1447857.0,15661547.0
Latin America & Caribbean,ECU,Ecuador,2014,Upper middle income,,,6396.63048339218,11483.5091346549,5.24687004089355,,,45.59039067,1.53063409440029,1458762.0,15903112.0
Latin America & Caribbean,ECU,Ecuador,2015,Upper middle income,,,6150.15595531519,11468.5864304026,4.96322011947632,,,48.94043379,1.50564448525114,1469702.0,16144368.0
Latin America & Caribbean,GRD,Grenada,2010,Upper middle income,,,7365.6666592364,10951.8841081545,,,,27.0,0.364640812121368,12283.0,104677.0
Latin America & Caribbean,GRD,Grenada,2011,Upper middle income,,,7410.408438417,11220.828366136,,,,30.0,0.379496240948927,11803.0,105075.0
Latin America & Caribbean,GRD,Grenada,2012,Upper middle income,,,7583.18700190696,11252.0234242385,,,,32.0,0.385646101919749,11233.0,105481.0
Latin America & Caribbean,GRD,Grenada,2013,Upper middle income,,,7956.07654789594,11655.4074601893,,,,35.0,0.404939292158538,10767.0,105909.0
Latin America & Caribbean,GRD,Grenada,2014,Upper middle income,,,8569.77699775744,12681.2753338563,,,,51.6,0.424933154285576,10396.0,106360.0
Latin America & Caribbean,GRD,Grenada,2015,Upper middle income,,9236.0,9333.2702313727,13611.8787270443,,,,53.81,0.434369277078617,10133.0,106823.0
Latin America & Caribbean,GTM,Guatemala,2010,Lower middle income,,,2825.52406953376,6578.24729507297,2.80384993553162,0.317649990320206,,10.5,2.1710395705368,1479205.0,14630417.0
Latin America & Caribbean,GTM,Guatemala,2011,Lower middle income,,,3187.84529589412,6844.4956401592,2.9202299118042,0.363510012626648,,12.3,2.15362718283611,1522092.0,14948919.0
Latin America & Caribbean,GTM,Guatemala,2012,Lower middle income,,,3299.60513936372,7026.19387401792,2.9557900428772,0.379379987716675,,16.0,2.13202825156564,1563792.0,15271056.0
Latin America & Caribbean,GTM,Guatemala,2013,Lower middle income,1871.93212890625,293721.0,3452.82893369505,7249.27875612849,2.84291005134583,0.349519997835159,18.671480178833,19.7,2.10689204475385,1602770.0,15596214.0
Latin America & Caribbean,GTM,Guatemala,2014,Lower middle income,,,3687.76376676599,7529.07233187159,2.94174003601074,,,23.4,2.07715182146065,1640690.0,15923559.0
Latin America & Caribbean,GTM,Guatemala,2015,Lower middle income,,366674.0,3923.57334364713,7780.83325045219,2.95595002174377,,18.1523990631104,28.80594156,2.04426638203996,1678387.0,16252429.0
Latin America & Caribbean,GUY,Guyana,2010,Lower middle income,1053.80944824219,7939.0,3044.94912901667,5729.56312108395,3.66156005859375,0.193800002336502,14.0041103363037,29.9,0.115664355776001,60759.0,746556.0
Latin America & Caribbean,GUY,Guyana,2011,Lower middle income,1106.91735839844,8367.0,3438.82541126461,6130.83761606119,3.58898997306824,0.138830006122589,12.5418100357056,30.0,0.340185504339824,65123.0,749100.0
Latin America & Caribbean,GUY,Guyana,2012,Lower middle income,1167.83801269531,8857.0,3799.75629224491,6538.3765807766,3.19215989112854,0.16168999671936,13.8450202941895,30.5,0.531358447789029,70966.0,753091.0
Latin America & Caribbean,GUY,Guyana,2013,Lower middle income,,,3941.11469650913,6931.41508871974,,,,31.0,0.660416965981549,76046.0,758081.0
Latin America & Caribbean,GUY,Guyana,2014,Lower middle income,,,4031.53200737527,7279.55104404998,,,,32.0,0.698273067269946,80599.0,763393.0
Latin America & Caribbean,GUY,Guyana,2015,Lower middle income,,,4160.26927498792,7547.69590435012,,,,34.0,0.66858093549162,84866.0,768514.0
Latin America & Caribbean,HND,Honduras,2010,Lower middle income,2263.87036132813,169878.0,1932.85828999689,3890.85140670074,,0.889750003814697,39.3022003173828,11.09,1.96875093883153,822487.0,8194778.0
Latin America & Caribbean,HND,Honduras,2011,Lower middle income,,,2120.5894686048,4046.07625166556,,,,15.9,1.89560151330574,838882.0,8351600.0
Latin America & Caribbean,HND,Honduras,2012,Lower middle income,2261.2724609375,174935.0,2178.37738533424,4213.02444982689,,0.974290013313293,43.0860786437988,18.12,1.8277041010682,853526.0,8505646.0
Latin America & Caribbean,HND,Honduras,2013,Lower middle income,2340.68823242188,183722.0,2136.39385148474,4323.24446721271,5.86775016784667,1.08624994754791,46.407039642334,17.8,1.77287379028586,866427.0,8657785.0
Latin America & Caribbean,HND,Honduras,2014,Lower middle income,2334.6328125,185876.0,2242.70745940423,4457.2602923067,,0.985339999198914,42.2054481506348,19.08,1.73395300173024,877430.0,8809216.0
Latin America & Caribbean,HND,Honduras,2015,Lower middle income,,195469.0,2326.15585622742,4599.73079715328,,,37.0079498291016,27.61981381,1.70642988244152,886104.0,8960829.0
Latin America & Caribbean,HTI,Haiti,2010,Low income,,,662.279518162433,1471.64864918954,,,,8.37,1.47840089583663,1019236.0,9999617.0
Latin America & Caribbean,HTI,Haiti,2011,Low income,,,740.935845216079,1562.27887385753,,,,9.0,1.44395038221528,1026607.0,10145054.0
Latin America & Caribbean,HTI,Haiti,2012,Low income,,,766.843762318888,1614.02589559014,,,,9.8,1.41094772494131,1031831.0,10289210.0
Latin America & Caribbean,HTI,Haiti,2013,Low income,,,810.265607301884,1686.17153257923,,,,10.6,1.37607592289763,1037744.0,10431776.0
Latin America & Caribbean,HTI,Haiti,2014,Low income,,,830.114811747702,1741.11040098833,,,,11.4,1.33965419079303,1044278.0,10572466.0
Latin America & Caribbean,HTI,Haiti,2015,Low income,,,814.546395216916,1761.74798587297,,,,12.1977,1.3023871377046,1051206.0,10711061.0
Latin America & Caribbean,JAM,Jamaica,2010,Upper middle income,2602.89721679688,71352.0,4682.52124815387,7834.27097755,6.34272003173828,1.39174997806549,52.2951202392578,27.67,0.467082082457756,262568.0,2817210.0
Latin America & Caribbean,JAM,Jamaica,2011,Upper middle income,2568.0888671875,70683.0,5103.35609703138,8099.15557308659,6.28178977966309,1.24354004859924,47.3340682983398,37.43861341,0.435051015549886,266710.0,2829493.0
Latin America & Caribbean,JAM,Jamaica,2012,Upper middle income,2832.75390625,78268.0,5209.5061889556,8163.70283221626,6.1159200668335,1.07458996772766,36.8209686279297,33.79,0.405574329613825,269316.0,2840992.0
Latin America & Caribbean,JAM,Jamaica,2013,Upper middle income,2683.3115234375,74414.0,5005.59224938734,8305.30412523886,6.27077007293701,1.10230994224548,39.3307304382324,37.1,0.379954149475738,271141.0,2851807.0
Latin America & Caribbean,JAM,Jamaica,2014,Upper middle income,,,4855.80048104555,8481.14709728682,6.02467012405396,1.05397999286652,,40.4027351,0.35982505421381,272544.0,2862087.0
Latin America & Caribbean,JAM,Jamaica,2015,Upper middle income,,74537.0,4939.83728131233,8637.09157162323,5.46195983886719,,34.0688705444336,42.22122119,0.343459142543865,273829.0,2871934.0
Latin America & Caribbean,KNA,St. Kitts and Nevis,2010,High income: nonOECD,,,13704.2544536956,20979.0619772943,,,,63.0,1.09254392201555,4490.0,51445.0
Latin America & Caribbean,KNA,St. Kitts and Nevis,2011,High income: nonOECD,,,14483.4435058063,21689.3038856002,,,,63.2,1.08458207127456,4375.0,52006.0
Latin America & Caribbean,KNA,St. Kitts and Nevis,2012,High income: nonOECD,,,13965.558111971,21711.9462430827,,,,64.0,1.11859059018176,4297.0,52591.0
Latin America & Caribbean,KNA,St. Kitts and Nevis,2013,High income: nonOECD,,,14823.7485920158,23180.1055466196,,,,64.6,1.09305172987753,4276.0,53169.0
Latin America & Caribbean,KNA,St. Kitts and Nevis,2014,High income: nonOECD,6225.7021484375,3411.0,15775.8459440106,24736.90793548,,,,68.0,1.06634751599625,4312.0,53739.0
Latin America & Caribbean,KNA,St. Kitts and Nevis,2015,High income: nonOECD,,3508.0,16178.1886930199,25787.5897887905,2.78424000740051,,6.77289009094238,75.7,1.01642131407996,4409.0,54288.0
Latin America & Caribbean,LCA,St. Lucia,2010,Upper middle income,1112.19470214844,1973.0,8007.69648429285,11559.7598153608,4.13337993621826,0.189030006527901,16.8679790496826,43.3,0.906869388208226,15793.0,172580.0
Latin America & Caribbean,LCA,St. Lucia,2011,Upper middle income,1461.97521972656,2621.0,8270.54175764425,12112.4001267958,4.29573011398315,0.213949993252754,14.5696802139282,44.0,0.722841848097321,16040.0,173832.0
Latin America & Caribbean,LCA,St. Lucia,2012,Upper middle income,930.399719238281,1683.0,8218.05321207615,12183.7901244706,4.03042984008789,,,45.9,0.575335645013515,16536.0,174835.0
Latin America & Caribbean,LCA,St. Lucia,2013,Upper middle income,1273.68969726563,2322.0,8481.89052082938,12343.1445948628,4.77021980285645,,,46.2,0.470763647770164,16763.0,175660.0
Latin America & Caribbean,LCA,St. Lucia,2014,Upper middle income,1541.0166015625,2830.0,8796.69108007004,12397.1072407157,4.90165996551514,,,50.0,0.432287561716184,16785.0,176421.0
Latin America & Caribbean,LCA,St. Lucia,2015,Upper middle income,,2788.0,9306.35886837708,12754.4870358124,4.89715003967285,,,42.53093047,0.443971353675587,16629.0,177206.0
Latin America & Caribbean,MAF,St. Martin (French part),2010,High income: nonOECD,,,,,,,,,1.38208843885839,,30235.0
Latin America & Caribbean,MAF,St. Martin (French part),2011,High income: nonOECD,,,,,,,,,1.24898912047415,,30615.0
Latin America & Caribbean,MAF,St. Martin (French part),2012,High income: nonOECD,,,,,,,,,1.11736635283587,,30959.0
Latin America & Caribbean,MAF,St. Martin (French part),2013,High income: nonOECD,,,,,,,,,0.980352740209572,,31264.0
Latin America & Caribbean,MEX,Mexico,2010,Upper middle income,2400.4677734375,2847376.0,8959.5814158753,14764.8100317733,5.18496990203857,1.02208995819092,42.2074813842773,31.05,1.55804244678539,10881786.0,117318941.0
Latin America & Caribbean,MEX,Mexico,2011,Upper middle income,2476.88793945313,2981313.0,9834.47268850955,15922.8981563254,5.12858009338379,0.934210002422333,37.658260345459,37.17629541,1.49834350544963,11026525.0,119090017.0
Latin America & Caribbean,MEX,Mexico,2012,Upper middle income,2589.63720703125,3161195.0,9820.53257157551,16457.0949450423,5.17433023452759,,38.7937316894531,39.75,1.44909349909756,11167364.0,120828307.0
Latin America & Caribbean,MEX,Mexico,2013,Upper middle income,2667.1611328125,3300348.0,10298.8676612051,16683.3014286781,4.74772977828979,,39.2783889770508,43.46,1.40340238552923,11299243.0,122535969.0
Latin America & Caribbean,MEX,Mexico,2014,Upper middle income,2727.09521484375,3419391.0,10452.7835328408,17363.9702781033,5.31347990036011,,41.6539611816406,44.39,1.36624560463928,11420467.0,124221600.0
Latin America & Caribbean,MEX,Mexico,2015,Upper middle income,,,9152.87230583878,17262.7430585894,,,,57.43104299,1.33489806551294,11533390.0,125890949.0
Latin America & Caribbean,NIC,Nicaragua,2010,Lower middle income,,,1526.49793806178,3947.21676602953,4.48548984527588,1.17037999629974,,10.0,1.24765041069789,610441.0,5737723.0
Latin America & Caribbean,NIC,Nicaragua,2011,Lower middle income,,,1682.95792434336,4231.49751775883,,,,10.6,1.21428435729502,609183.0,5807820.0
Latin America & Caribbean,NIC,Nicaragua,2012,Lower middle income,,,1792.0380448462,4535.28473859426,,,,13.5,1.18595188777772,607462.0,5877108.0
Latin America & Caribbean,NIC,Nicaragua,2013,Lower middle income,,,1847.19804868568,4779.77333360253,,,,15.5,1.16113698729788,605366.0,5945747.0
Latin America & Caribbean,NIC,Nicaragua,2014,Lower middle income,,,1975.46470748978,5040.32058190942,,,,17.6,1.14134116727036,602983.0,6013997.0
Latin America & Caribbean,NIC,Nicaragua,2015,Lower middle income,,,2095.96648814515,5292.95475484002,,,,19.7042915,1.12497581944097,600300.0,6082035.0
Latin America & Caribbean,PAN,Panama,2010,Upper middle income,3842.4462890625,139116.0,7937.25993090731,15107.4294780668,,,,40.1,1.76774570105356,313573.0,3643222.0
Latin America & Caribbean,PAN,Panama,2011,Upper middle income,3625.68603515625,133497.0,9270.72317088761,16939.8831653498,3.18772006034851,0.732490003108978,19.5542106628418,42.7,1.75653992173442,315203.0,3707782.0
Latin America & Caribbean,PAN,Panama,2012,Upper middle income,3745.24438476563,140213.0,10589.8271320652,18518.8415975085,,0.742190003395081,18.8256702423096,40.30189522,1.74201541263202,317584.0,3772938.0
Latin America & Caribbean,PAN,Panama,2013,Upper middle income,3268.138671875,124375.0,11685.9798273371,19721.9434987079,,,,44.03,1.72177572362972,321056.0,3838462.0
Latin America & Caribbean,PAN,Panama,2014,Upper middle income,,,12593.7370420898,20932.9118802695,,,,44.92,1.69263169424324,325432.0,3903986.0
Latin America & Caribbean,PAN,Panama,2015,Upper middle income,,,13134.043669218,22058.0659233428,,,,51.20542499,1.65788255598459,330822.0,3969249.0
Latin America & Caribbean,PER,Peru,2010,Upper middle income,3917.18505859375,1150620.0,5022.49319096369,9755.14914796834,2.86581993103027,0.393559992313385,10.1172704696655,34.77,1.27500836314038,2840140.0,29373646.0
Latin America & Caribbean,PER,Peru,2011,Upper middle income,,,5771.56587815221,10449.0932552031,2.66377997398376,0.467530012130737,,36.01,1.30669625562085,2839789.0,29759989.0
Latin America & Caribbean,PER,Peru,2012,Upper middle income,,,6387.78528050603,11145.5118964033,2.92351007461548,0.527610003948212,,38.2,1.33174183912562,2834442.0,30158966.0
Latin America & Caribbean,PER,Peru,2013,Upper middle income,,,6583.11624846311,11828.80683802,3.29460000991821,0.552730023860931,,39.2,1.3396729960561,2823837.0,30565716.0
Latin America & Caribbean,PER,Peru,2014,Upper middle income,,,6491.05245028136,12161.8635003701,3.68977999687195,0.520829975605011,,40.2,1.32482977815291,2807669.0,30973354.0
Latin America & Caribbean,PER,Peru,2015,Upper middle income,,,6030.34325949661,12555.1420713326,3.97865009307861,,,40.9,1.293736852337,2789654.0,31376671.0
Latin America & Caribbean,PRI,Puerto Rico,2010,High income: nonOECD,6722.21337890625,249372.0,26435.7401871545,33756.8159328219,,,,45.3,-0.506170056982176,288779.0,3721525.0
Latin America & Caribbean,PRI,Puerto Rico,2011,High income: nonOECD,6758.29833984375,250192.0,27278.8748949366,34195.6408473957,,,,48.0,-1.15654029293994,289372.0,3678732.0
Latin America & Caribbean,PRI,Puerto Rico,2012,High income: nonOECD,6764.96337890625,250011.0,27811.548146534,34272.1949887199,,,,68.9999826,-1.20998793422288,288813.0,3634488.0
Latin America & Caribbean,PRI,Puerto Rico,2013,High income: nonOECD,6651.91552734375,245495.0,28703.7483471687,35023.6862174909,6.39076995849609,2.46251010894775,36.0414886474609,68.99999,-1.14593097838135,287681.0,3593077.0
Latin America & Caribbean,PRI,Puerto Rico,2014,High income: nonOECD,,241168.0,,,,,,76.13385972,-1.6331283312239,285799.0,3534874.0
Latin America & Caribbean,PRI,Puerto Rico,2015,High income: nonOECD,,,,,,,,79.46876883,-1.76067664190612,283615.0,3473181.0
Latin America & Caribbean,PRY,Paraguay,2010,Lower middle income,3626.65795898438,225211.0,3225.59175373637,7142.05703875154,3.76902008056641,0.698459982872009,19.2589302062988,19.8,1.32992561181312,641977.0,6209877.0
Latin America & Caribbean,PRY,Paraguay,2011,Lower middle income,,,3988.0118937838,7504.65364401771,4.97603988647461,1.66295003890991,,24.76351588,1.34212317819651,646121.0,6293783.0
Latin America & Caribbean,PRY,Paraguay,2012,Lower middle income,,,3855.53773490999,7447.10818397172,4.95539999008179,1.11160004138947,,29.34,1.34833553025044,651042.0,6379219.0
Latin America & Caribbean,PRY,Paraguay,2013,Lower middle income,,,4479.90585798851,8514.08188049648,,,,36.9,1.34717920934071,656820.0,6465740.0
Latin America & Caribbean,PRY,Paraguay,2014,Lower middle income,,,4712.8227356279,8955.49073655879,,,,43.0,1.33420075039613,662944.0,6552584.0
Latin America & Caribbean,PRY,Paraguay,2015,Lower middle income,,,4109.36772421106,9217.52907564469,,,,48.43868795,1.31197982948015,669566.0,6639119.0
Latin America & Caribbean,SLV,El Salvador,2010,Lower middle income,2484.33911132813,150012.0,3474.39244489447,7152.20492482057,3.48668003082275,0.426620006561279,17.1725006103516,15.9,0.444647422190366,569111.0,6164626.0
Latin America & Caribbean,SLV,El Salvador,2011,Lower middle income,2648.53002929688,160374.0,3736.58713036289,7428.03014889377,3.41749000549316,0.28659000992775,,18.9,0.452110174302421,581257.0,6192560.0
Latin America & Caribbean,SLV,El Salvador,2012,Lower middle income,2797.32348632813,169860.0,3827.78626660961,7671.62040403886,3.33400988578796,,8.85531997680664,20.32138772,0.462163675828822,593315.0,6221246.0
Latin America & Caribbean,SLV,El Salvador,2013,Lower middle income,2891.18701171875,176063.0,3895.66449099048,7901.96435782722,3.43306994438171,,9.74326038360596,23.1093,0.473556778840406,603607.0,6250777.0
Latin America & Caribbean,SLV,El Salvador,2014,Lower middle income,2886.40283203125,176293.0,3988.77187105817,8118.59503214793,3.44857001304626,,9.56254959106445,24.76171215,0.485351774818735,611005.0,6281189.0
Latin America & Caribbean,SLV,El Salvador,2015,Lower middle income,,179396.0,4127.11774995493,8370.24737237092,3.54505991935729,,9.52859973907471,26.80260496,0.496901567748348,615823.0,6312478.0
Latin America & Caribbean,SUR,Suriname,2010,Upper middle income,,,8303.31332009764,13924.390720947,,,,31.59,1.04785228136074,46267.0,526103.0
Latin America & Caribbean,SUR,Suriname,2011,Upper middle income,,,8318.97691973879,14887.9368149101,,,,32.0,1.03736233167291,45837.0,531589.0
Latin America & Caribbean,SUR,Suriname,2012,Upper middle income,,,9272.41345281961,15410.9964927827,,,,34.6812,1.02708390536804,44987.0,537077.0
Latin America & Caribbean,SUR,Suriname,2013,Upper middle income,,,9484.56809775791,15956.9489964571,,,,37.4,1.0120341986514,43979.0,542540.0
Latin America & Caribbean,SUR,Suriname,2014,Upper middle income,,,9564.40638296649,16124.0063861827,,,,40.08,0.988207603930652,43223.0,547928.0
Latin America & Caribbean,SUR,Suriname,2015,Upper middle income,,,8724.72389713678,15755.166272391,,,,42.76382778,0.959016954732727,42976.0,553208.0
Latin America & Caribbean,SXM,Sint Maarten (Dutch part),2010,High income: nonOECD,,,,,,,,,-3.33351209185873,,37850.0
Latin America & Caribbean,SXM,Sint Maarten (Dutch part),2011,High income: nonOECD,,,,,,,,,1.66635589149093,,38486.0
Latin America & Caribbean,SXM,Sint Maarten (Dutch part),2012,High income: nonOECD,,175.0,,,,,,,1.55209757170175,,39088.0
Latin America & Caribbean,SXM,Sint Maarten (Dutch part),2013,High income: nonOECD,,,,,,,,,1.52585566988929,,39689.0
Latin America & Caribbean,SXM,Sint Maarten (Dutch part),2014,High income: nonOECD,,178.0,,,,,,,,,
Latin America & Caribbean,SXM,Sint Maarten (Dutch part),2015,High income: nonOECD,,194.0,,,,,,,,,
Latin America & Caribbean,TCA,Turks and Caicos Islands,2010,High income: nonOECD,,5.0,,,,,,,2.44627558062657,,30994.0
Latin America & Caribbean,TCA,Turks and Caicos Islands,2011,High income: nonOECD,,,,,,,,,2.35004836488823,,31731.0
Latin America & Caribbean,TCA,Turks and Caicos Islands,2012,High income: nonOECD,,,,,,,,,2.1820634475799,,32431.0
Latin America & Caribbean,TCA,Turks and Caicos Islands,2013,High income: nonOECD,,,,,,,,,2.06601895333249,,33108.0
Latin America & Caribbean,TCA,Turks and Caicos Islands,2014,High income: nonOECD,,,,,,,,,1.88794932440652,,33739.0
Latin America & Caribbean,TCA,Turks and Caicos Islands,2015,High income: nonOECD,,286.0,,,3.26528000831604,0.732219994068146,,,1.76272962189883,,34339.0
Latin America & Caribbean,TTO,Trinidad and Tobago,2010,High income: nonOECD,,,16683.9457843568,30628.5417613587,,,,48.5,0.489260587751924,112953.0,1328100.0
Latin America & Caribbean,TTO,Trinidad and Tobago,2011,High income: nonOECD,,,19053.9706719731,31012.7164187128,,,,55.2,0.502312831972467,107727.0,1334788.0
